msoa,staff/owner,staff/owner's relative,temporary/visiting
E02001509,0,0,1
E02001510,0,0,0
E02001511,0,0,0
E02001512,0,0,0
E02001513,0,0,0
E02001514,0,0,1
E02001515,0,0,0
E02001516,1,0,0
E02001517,0,0,0
E02001518,0,0,0
E02001519,0,1,0
E02001520,0,0,0
E02001521,1,0,0
E02001522,0,0,0
E02001523,0,11,0
E02001524,0,0,0
E02001525,0,0,0
E02001526,0,0,0
E02001527,0,0,0
E02001528,40,0,0
E02001529,0,0,0
E02001530,0,0,0
E02001531,0,0,0
E02001532,0,0,0
E02001533,0,0,0
E02001534,0,0,0
E02001535,0,0,0
E02001536,0,0,1
E02001537,0,0,0
E02001538,0,0,0
E02001539,0,0,0
E02001540,0,0,0
E02001541,0,1,0
E02001542,0,0,0
E02001543,0,0,0
E02001544,0,0,0
E02001545,0,0,0
E02001546,6,22,127
E02001547,0,0,0
E02001548,0,0,0
E02001549,0,0,0
E02001550,0,0,0
E02001551,0,0,0
E02001552,1,0,0
E02001553,0,0,0
E02001554,0,0,0
E02001555,0,0,2
E02001556,3,0,0
E02001557,0,0,11
E02001558,0,0,0
E02001559,0,0,0
E02001560,0,17,63
E02001561,0,0,0
E02001562,0,0,0
E02001563,0,0,0
E02001564,0,3,1
E02001565,0,0,6
E02001566,0,0,0
E02001567,0,0,0
E02001568,0,0,0
E02001569,0,0,0
E02001570,0,0,0
E02001571,0,0,0
E02001572,0,0,0
E02001573,0,0,0
E02001574,0,0,0
E02001575,0,0,0
E02001576,0,0,0
E02001577,0,0,0
E02001578,0,2,0
E02001579,0,0,0
E02001580,0,0,0
E02001581,0,0,0
E02001582,0,0,0
E02001583,0,0,0
E02001584,0,0,0
E02001585,0,0,0
E02001586,0,0,0
E02001587,0,0,0
E02001588,0,0,0
E02001589,0,0,0
E02001590,9,0,0
E02001591,0,0,0
E02001592,0,0,0
E02001593,0,0,0
E02001594,0,0,2
E02001595,0,0,6
E02001596,8,0,0
E02001597,2,1,0
E02001598,0,0,0
E02001600,10,4,1
E02001602,0,0,0
E02001603,0,0,0
E02001604,0,2,1
E02001605,0,1,0
E02001606,0,0,0
E02001607,0,0,0
E02001608,0,0,0
E02001609,0,0,0
E02001610,0,0,0
E02001611,0,0,2
E02001612,0,0,0
E02001613,0,0,0
E02001614,0,0,9
E02001615,0,0,0
E02001616,0,0,0
E02001617,0,0,0
E02001618,0,0,2
E02001619,0,0,0
E02001620,0,0,1
E02001621,0,2,0
E02001622,0,0,0
E02001623,0,0,1
E02001624,0,0,0
E02001625,0,1,0
E02001626,0,0,0
E02001627,0,1,1
E02001628,0,0,2
E02001629,0,0,4
E02001630,0,4,2
E02001631,0,0,0
E02001632,0,0,2
E02001633,0,0,0
E02001634,0,0,2
E02001635,0,0,0
E02001636,2,1,4
E02001637,0,0,0
E02001638,0,0,0
E02001639,0,0,0
E02001640,0,0,0
E02001642,0,1,0
E02001643,0,0,0
E02001646,0,9,18
E02001647,0,0,0
E02001648,0,7,16
E02001649,0,0,0
E02001650,2,6,33
E02001651,0,0,0
E02001652,2,11,57
E02001653,0,0,16
E02001654,0,0,3
E02001655,0,0,1
E02001656,0,0,0
E02001657,0,0,0
E02001658,0,0,0
E02001659,0,0,0
E02001660,0,0,3
E02001661,0,0,0
E02001662,1,0,0
E02001663,0,0,0
E02001664,0,0,0
E02001665,0,0,0
E02001666,0,0,0
E02001669,0,0,0
E02001670,0,0,0
E02001671,0,0,0
E02001672,0,0,0
E02001673,0,0,0
E02001674,0,0,0
E02001675,0,0,0
E02001676,0,0,0
E02001678,0,0,0
E02001679,0,0,0
E02001680,0,0,0
E02001681,0,0,0
E02002183,0,0,0
E02002184,0,0,0
E02002185,0,0,0
E02002187,0,0,0
E02002188,0,0,0
E02002189,0,0,0
E02002190,0,0,0
E02002191,0,0,0
E02002192,0,0,0
E02002193,0,0,0
E02002194,0,0,0
E02002195,0,0,0
E02002196,0,2,0
E02002197,0,0,0
E02002198,0,0,0
E02002199,0,0,0
E02002200,0,0,0
E02002201,0,0,0
E02002202,0,0,0
E02002203,0,0,0
E02002204,0,0,0
E02002205,0,0,0
E02002206,0,0,0
E02002207,0,0,0
E02002208,0,0,0
E02002209,0,0,0
E02002210,0,0,0
E02002211,0,0,4
E02002212,0,0,14
E02002213,0,0,0
E02002214,0,0,0
E02002215,0,0,0
E02002216,0,2,0
E02002217,0,0,2
E02002218,0,0,0
E02002219,0,0,0
E02002220,0,0,0
E02002222,0,0,0
E02002223,0,0,0
E02002224,0,0,0
E02002225,0,0,0
E02002226,0,3,34
E02002227,0,0,0
E02002228,0,0,0
E02002229,15,0,0
E02002230,0,0,4
E02002231,0,0,0
E02002232,0,0,0
E02002233,0,0,0
E02002234,0,0,0
E02002235,0,0,0
E02002236,0,0,0
E02002237,0,0,0
E02002238,0,0,0
E02002239,0,0,0
E02002240,0,0,0
E02002241,0,0,0
E02002242,0,1,0
E02002243,0,0,3
E02002244,0,0,1
E02002245,0,0,0
E02002246,0,0,0
E02002247,0,0,0
E02002248,0,0,0
E02002249,0,0,0
E02002250,0,0,0
E02002251,11,0,6
E02002252,0,0,0
E02002253,0,0,0
E02002254,0,0,0
E02002255,0,0,0
E02002256,0,0,0
E02002257,0,0,0
E02002258,0,0,0
E02002259,0,0,0
E02002260,0,0,0
E02002261,0,0,0
E02002262,0,0,0
E02002263,0,0,0
E02002264,1,0,0
E02002265,1,2,0
E02002266,0,0,0
E02002267,0,0,0
E02002268,0,0,0
E02002269,0,0,6
E02002270,2,0,2
E02002271,0,0,0
E02002272,0,0,0
E02002273,0,1,0
E02002274,0,0,0
E02002275,0,0,0
E02002276,0,0,0
E02002277,0,0,1
E02002278,0,0,0
E02002279,0,0,0
E02002280,0,0,0
E02002281,4,0,2
E02002282,0,0,0
E02002283,0,0,0
E02002284,0,0,0
E02002285,0,0,0
E02002286,5,0,13
E02002287,0,0,0
E02002288,0,0,0
E02002289,0,0,0
E02002290,0,0,0
E02002291,0,0,5
E02002292,0,0,0
E02002293,0,0,0
E02002294,1,3,0
E02002295,0,0,4
E02002296,0,0,0
E02002297,0,0,0
E02002298,0,0,1
E02002299,0,0,14
E02002300,0,0,0
E02002301,0,0,0
E02002302,0,0,0
E02002303,0,0,1
E02002304,0,1,21
E02002305,0,0,0
E02002306,0,0,0
E02002307,0,0,3
E02002308,0,0,0
E02002309,0,0,6
E02002310,0,0,0
E02002311,0,0,0
E02002312,0,0,23
E02002313,0,0,0
E02002314,0,0,0
E02002315,0,0,0
E02002316,0,0,0
E02002317,0,0,0
E02002318,0,0,2
E02002319,0,0,0
E02002320,0,0,0
E02002321,0,0,3
E02002322,0,0,0
E02002323,0,0,0
E02002324,0,0,0
E02002325,1,0,0
E02002326,0,0,0
E02002327,0,0,0
E02002328,0,0,0
E02002329,0,0,0
E02002330,0,0,0
E02002331,4,4,75
E02002332,0,0,0
E02002333,0,0,2
E02002334,0,0,0
E02002335,0,0,0
E02002336,1,0,1
E02002337,0,0,0
E02002338,0,2,0
E02002339,0,0,0
E02002340,0,0,0
E02002341,0,0,0
E02002342,0,0,0
E02002343,0,0,5
E02002344,0,0,0
E02002345,0,0,47
E02002346,0,0,0
E02002347,0,0,4
E02002348,0,0,0
E02002349,0,0,0
E02002350,4,0,7
E02002351,0,0,0
E02002352,0,0,0
E02002353,0,0,0
E02002354,0,0,0
E02002356,10,0,2
E02002357,0,0,0
E02002358,0,0,2
E02002359,0,0,0
E02002360,0,0,0
E02002361,2,0,0
E02002362,0,0,0
E02002363,0,1,0
E02002364,0,1,1
E02002366,5,0,0
E02002367,0,0,0
E02002368,0,0,0
E02002369,0,0,0
E02002370,0,0,0
E02002371,2,0,0
E02002373,2,0,3
E02002374,0,0,0
E02002375,0,0,0
E02002376,1,1,1
E02002377,0,0,0
E02002379,0,0,0
E02002380,0,0,0
E02002381,0,0,0
E02002382,0,0,0
E02002383,0,0,1
E02002384,5,0,15
E02002385,0,0,4
E02002386,0,0,0
E02002387,0,0,1
E02002388,0,4,0
E02002389,4,0,0
E02002390,0,0,1
E02002391,20,0,0
E02002392,2,14,47
E02002393,0,0,5
E02002394,0,0,0
E02002395,0,0,0
E02002396,0,0,0
E02002397,0,0,0
E02002398,0,0,0
E02002399,0,0,0
E02002400,2,18,40
E02002401,0,0,0
E02002402,2,0,0
E02002403,0,0,0
E02002404,1,0,1
E02002405,0,0,0
E02002406,0,0,0
E02002407,0,0,0
E02002408,0,0,0
E02002409,0,0,0
E02002410,2,2,0
E02002411,0,0,1
E02002412,0,0,0
E02002414,0,0,0
E02002415,0,0,0
E02002416,0,0,0
E02002417,0,0,0
E02002418,0,0,0
E02002419,0,0,0
E02002420,1,0,0
E02002421,0,0,0
E02002422,0,0,0
E02002423,0,0,0
E02002424,0,0,0
E02002425,0,0,0
E02002426,0,0,44
E02002427,0,0,0
E02002428,0,0,0
E02002429,0,0,0
E02002430,0,0,0
E02002431,0,0,0
E02002432,0,0,0
E02002433,0,0,0
E02002434,0,0,0
E02002435,0,0,0
E02002436,0,0,0
E02002437,0,0,0
E02002438,0,0,0
E02002439,0,0,0
E02002440,0,0,0
E02002441,0,0,0
E02002442,0,0,0
E02002443,0,0,1
E02002444,0,0,0
E02002445,0,0,0
E02002446,0,0,0
E02002447,0,0,0
E02002448,0,0,1
E02002449,0,0,0
E02002450,0,0,1
E02002451,0,0,1
E02002452,0,0,1
E02002453,0,0,0
E02002454,0,2,7
E02002455,0,0,0
E02002456,1,3,88
E02002457,0,0,0
E02002458,0,1,0
E02002459,0,0,0
E02002460,0,0,2
E02002461,0,0,0
E02002462,1,0,1
E02002463,0,0,0
E02002464,0,0,1
E02002465,0,0,0
E02002466,0,0,0
E02002467,0,0,2
E02002468,0,0,0
E02002469,0,0,0
E02002470,0,0,0
E02002471,13,2,2
E02002472,1,0,10
E02002473,0,0,19
E02002474,3,0,0
E02002475,0,1,0
E02002476,0,0,0
E02002477,0,0,0
E02002478,0,0,0
E02002479,0,0,0
E02002480,0,0,0
E02002481,1,0,0
E02002482,0,0,0
E02002653,0,0,0
E02002654,0,0,0
E02002655,0,0,0
E02002656,0,0,0
E02002657,0,0,0
E02002658,0,0,0
E02002659,0,0,0
E02002660,0,0,0
E02002661,2,0,0
E02002662,0,0,0
E02002663,0,0,22
E02002664,0,0,0
E02002665,0,0,0
E02002666,2,0,5
E02002667,0,0,0
E02002668,0,0,0
E02002669,0,0,0
E02002670,0,0,0
E02002671,4,3,26
E02002672,0,0,0
E02002673,1,0,0
E02002674,0,0,0
E02002675,0,0,8
E02002676,0,1,3
E02002677,1,0,8
E02002678,0,0,0
E02002679,0,0,0
E02002680,2,0,41
E02002681,2,3,13
E02002682,0,0,0
E02002684,0,6,0
E02002685,3,1,0
E02002686,0,0,0
E02002687,48,0,0
E02002688,26,4,0
E02002689,3,0,2
E02002691,1,0,0
E02002692,0,0,15
E02002693,0,0,0
E02002694,2,3,3
E02002695,0,0,0
E02002696,3,0,32
E02002697,0,0,0
E02002698,0,0,0
E02002699,0,0,0
E02002700,0,0,0
E02002701,0,0,0
E02002702,0,0,3
E02002703,11,0,3
E02002704,0,0,0
E02002705,0,0,0
E02002706,0,0,0
E02002707,0,0,0
E02002708,0,0,0
E02002709,0,3,51
E02002710,0,0,0
E02002711,0,0,0
E02002712,0,0,1
E02002714,0,2,0
E02002715,0,0,0
E02002716,0,0,0
E02002717,0,0,0
E02002718,0,0,0
E02002719,0,1,0
E02002720,0,6,0
E02002721,0,0,0
E02002722,0,0,0
E02002723,1,1,0
E02002724,0,0,0
E02002725,0,0,0
E02002726,0,0,0
E02002727,0,0,6
E02002728,0,0,2
E02002729,0,0,0
E02002730,0,0,0
E02002731,0,0,0
E02002732,0,0,0
E02002733,0,0,1
E02002734,0,0,0
E02002736,0,0,0
E02002737,0,0,5
E02002738,0,0,0
E02002739,2,0,0
E02002740,0,0,0
E02002741,11,4,4
E02002743,0,1,0
E02002744,0,0,5
E02002745,0,0,0
E02002746,0,0,1
E02002747,0,0,0
E02002748,0,0,0
E02002749,4,0,0
E02002750,0,0,0
E02002751,0,0,0
E02002752,0,0,3
E02002753,0,0,0
E02002754,0,0,0
E02002755,1,0,6
E02002756,0,0,1
E02002757,0,0,0
E02002758,0,0,0
E02002759,0,0,0
E02002760,0,0,2
E02002761,2,0,3
E02002762,0,0,0
E02002763,0,0,1
E02002764,0,0,0
E02002765,0,0,0
E02002766,0,0,0
E02002767,0,0,0
E02002768,0,0,0
E02002769,0,0,0
E02002770,0,0,0
E02002771,0,0,0
E02002772,3,0,6
E02002773,0,0,0
E02002774,0,0,0
E02002775,0,3,45
E02002776,0,0,0
E02002777,0,0,6
E02002778,3,1,2
E02002779,0,0,10
E02002780,0,0,3
E02002781,3,0,11
E02002782,4,0,11
E02002783,0,0,4
E02002784,21,0,25
E02002785,0,0,0
E02002786,0,0,0
E02002787,0,0,7
E02002788,3,4,5
E02002789,0,0,0
E02002790,13,2,33
E02002791,0,0,0
E02002792,5,0,2
E02002793,0,0,0
E02002794,2,0,26
E02002795,6,0,0
E02005742,19,4,0
E02005744,9,3,2
E02005746,0,0,0
E02005747,1,1,0
E02005748,0,0,0
E02005749,0,0,0
E02005750,0,0,0
E02005751,4,2,0
E02005752,0,1,0
E02005754,1,0,0
E02005755,0,0,0
E02005756,6,0,8
E02005757,4,1,0
E02005758,5,3,0
E02005759,7,1,0
E02005760,6,4,2
E02005761,21,1,1
E02005762,4,0,12
E02005763,7,0,0
E02005764,0,0,0
E02005765,1,0,0
E02005766,2,1,0
E02005767,1,0,0
E02005768,24,0,107
E02005769,0,0,0
E02005770,0,0,0
E02005771,0,0,0
E02005772,0,0,2
E02005773,6,0,1
E02005774,0,0,0
E02005775,8,3,2
E02005776,33,0,7
E02005777,0,0,3
E02005778,0,0,0
E02005779,0,0,0
E02005780,8,2,1
E02005781,0,1,0
E02005782,9,0,0
E02005783,9,0,0
E02005784,4,0,2
E02005785,16,0,16
E02005786,35,10,0
E02005787,8,9,0
E02005788,5,0,0
E02005789,1,1,0
E02005790,13,12,5
E02005791,1,0,0
E02005794,2,0,0
E02005795,6,3,0
E02005796,4,2,0
E02005797,13,0,0
E02005798,10,2,7
E02005799,0,0,0
E02005800,4,0,8
E02005801,0,0,0
E02005802,0,0,2
E02005803,0,0,1
E02005804,9,5,7
E02005805,0,0,1
E02005806,0,0,0
E02005807,0,0,0
E02005808,1,1,0
E02005809,0,0,0
E02005810,0,0,0
E02005811,13,1,4
E02005812,0,0,0
E02005813,0,0,0
E02005814,0,0,0
E02005815,0,0,0
E02005816,0,0,1
E02005817,0,1,0
E02005818,0,1,1
E02006803,0,0,0
E02006813,0,0,0
E02006814,0,0,0
E02006843,0,2,95
E02006844,4,2,45
E02006852,0,0,4
E02006861,0,0,11
E02006868,0,0,45
E02006869,1,0,0
E02006875,1,0,68
E02006876,2,0,31
E02006891,0,0,0
E02006892,0,0,3
E02006945,0,0,0
E02006946,0,0,0
E02006947,0,2,11
E02006948,5,2,79
E02007002,0,0,0
E02007041,20,2,0
E02007042,10,0,0
E02007043,0,0,1
E02007044,0,0,0
E02007045,0,0,0
E02007079,0,0,0
E02007080,0,0,0
E02007081,6,0,0
