Station,Location,Easting,Northing
Phoenix Park Tram ,Phoenix Park,453328.0,343804.5
Picardy Place (Edinburgh Trams),Edinburgh,325998.0,674391.0
Piccadilly (Manchester Metrolink),Manchester City Centre,384803.4,397850.6
Piccadilly Circus,Piccadilly Circus,529574.125,180655.3125
Piccadilly Gardens (Manchester Metrolink),Piccadilly Gardens,384371.6666666667,398195.3333333333
Pickering (North Yorkshire Moorsway),Pickering,479685.0,484178.0
Pimlico,Pimlico,529676.6666666667,178335.3333333333
Pinner,Pinner,512251.25,189438.5
Pipers Row (Midland Metro ),Wolverhampton,391728.5,298545.75
Plaistow,Plaistow,540049.75,183310.5
Pleasant Street (Blackpool Tramway),Claremont,330616.3333333333,437077.0
Pleasure Beach (Blackpool Tramway),Pleasure Beach,330480.3333333333,433541.3333333333
Pomona (Manchester Metrolink),Salford Quays,381635.0,396531.6666666667
Pont Croesor (Welsh Highland Rly-Caernarfon),Prenteg,259224.0,341313.0
Pontoon Dock DLR,Silvertown,541185.5,180115.0
Poplar,Poplar,537675.75,180618.0
Port of Leith (Edinburgh Trams),Leith,327314.0,676735.0
Preston Road,Preston Road,518259.5,187266.5
Prestwich (Manchester Metrolink),Prestwich,381382.6666666667,404147.0
Priestfield (Midland Metro ),Priestfield,393478.0,297093.5
Prince Regent,Prince Regent,541253.75,180890.75
Princes Street (Edinburgh Trams),Edinburgh,325259.0,673835.0
Pudding Mill Lane,Pudding Mill Lane,537919.5,183565.5
Putney Bridge,Putney Bridge,524504.5,175869.0
Queen's Park Underground,Queens Park,524628.0,183222.0
Queens Medical Centre Tram ,Queens Medical Centre,454952.3333333333,338660.6666666667
Queens Road (Manchester Metrolink),Smedley,385064.75,400576.0
Queens Walk Tram ,Meadows,457191.0,338711.6666666667
Queensbury,Queensbury,518833.5,189757.5
Queensway,Queensway,525902.0,180606.75
Quorn & Woodhouse (Great Centralway),Quorn,454918.5,316175.5
Radcliffe (Manchester Metrolink),Radcliffe,378829.0,407349.0
Radford Road Tram ,Forest Fields,455583.5,341689.0
Ramsbottom (East Lancashireway),Ramsbottom,379290.0,416855.0
Ravenglass (Ravenglass and Eskdaleway),Ravenglass,308575.0,496500.0
Ravenscourt Park,Ravenscourt Park,522544.5,178710.75
Rawtenstall (East Lancashireway),Longholme,380904.0,422498.0
Rayners Lane,Rayners Lane,512988.0,187499.5
Redbridge,Redbridge,541833.5,188364.25
Redmire (Wensleydaleway),Redmire,404746.0,491492.0
Reeves Corner Tram ,Croydon,531899.5,165696.5
Regent Centre (Tyne and Wear Metro),Regent Centre,424270.0,568638.0
Regent's Park,Regents Park,528680.5,182133.5
Rheidol Falls (Vale of Rheidolway),Aber-ffrwd,270787.0,278714.0
Rhiwfron (Vale of Rheidolway),Pontarfynach,272845.0,277823.0
Rhyd Ddu (Welsh Highland Rly-Caernarfon),Rhyd-Ddu,257160.0,352539.0
Rhydyronen (Talyllynway),Rhyd-Yr-Onen,261432.0,302168.0
Richmond Underground,Richmond,518100.0,175175.0
Rickmansworth Underground,Rickmansworth,505717.5,194602.0
Rivergreen Tram ,Clifton,455599.3333333333,334701.3333333333
Robinswood Road (Manchester Metrolink),Wythenshawe,382890.6,386647.0
Rochdale Interchange (Manchester Metrolink),Rochdale,389820.0,413430.5
Rochdaleway (Manchester Metrolink),Rochdale,389878.3333333333,412730.0
Roding Valley,Woodford Wells,541587.5,192902.5
Rolvenden (KESR),Rolvenden,586480.0,132840.0
Romney Sands (RHDR),Greatstone-on-Sea,608176.5,121955.5
Romney Warren Halt (RHDR),New Romney,607787.5,126151.5
Ropley (Mid-Hantsway),Ropley Dean,462964.0,132411.0
Rossall Beach (Blackpool Tramway),Rossall Beach,331716.6666666667,443991.0
Rossall School (Blackpool Tramway),Rossall Beach,331790.6666666667,445017.0
Rossall Square (Blackpool Tramway),Rossall Beach,331978.6666666667,445435.0
Rotherham,Rotherham,442564.0,392979.0
Rothley (Great Centralway),Rothley,456869.5,312236.5
Roundthorn (Manchester Metrolink),Roundthorn,380858.75,388485.5
Rowsley South (Peak),Northwood,426183.5,364308.5
Royal Albert DLR,Royal Albert,542075.0,180794.0
Royal Centre Tram ,Nottingham,457065.6666666667,340096.6666666667
Royal Oak,Royal Oak,525766.0,181576.0
Royal Victoria,Royal Victoria,540178.75,180861.5
Ruddington Lane Rec.,Silverdale,456740.5,336071.0
Ruddington Lane Tram ,Compton Acres,456695.0,335582.0
Ruislip,Ruislip,509485.5,187024.0
Ruislip Gardens,Ruislip Gardens,510262.0,185834.25
Ruislip Manor,Ruislip Manor,510080.75,187231.75
Russell Square,Russell Square,530225.5,182135.0
Sale (Manchester Metrolink),Sale,378902.5,391996.0
Sale Water Park (Manchester Metrolink),Sale,380773.0,392428.6666666667
Salford s (Manchester Metrolink),Salford Quays,381244.8,397100.0
Sampford Courtenay (Dartmoorway),Belstone Corner,262694.5,98577.5
Sandby Court,Chilwell,451448.5,336289.0
Sandhurst Avenue (Blackpool Tramway),Bispham,330912.6666666667,440220.0
Sandilands Tram ,Addiscombe,533826.5,165755.5
Saughton (Edinburgh Trams),Saughton,320413.0,671764.0
Seaburn (Tyne and Wear Metro),Fulwell,439420.0,559575.0
Seaton Terminus (Seaton Tramway),Seaton,324683.0,90046.0
Seven Sisters,Seven Sisters,533630.5,188914.1
Shackerstone (Battlefield Line),Shackerstone,437909.5,306508.0
Shadowmoss (Manchester Metrolink),Woodhouse Park,383288.6666666667,385709.0
Shadwell DLR,Shadwell,535002.6666666666,180977.66666666666
Shalesmoor,Shalesmoor,434818.8333333333,388107.5
Shaw and Crompton (Manchester Metrolink),Shaw,394167.3333333333,408885.0
Sheffield Park (Bluebellway),Sheffield Park,540348.5,123709.5
Sheffield Stn - Hallam Uni,Sheffield Centre,435936.0,386911.0
Sheffield Stn/Hallam Uni to Halfway,Sheffield Centre,435935.5,386934.75
Shenton (Battlefield Line),Shenton,439676.5,300373.5
Shepherd's Bush (Central Line),Shepherds Bush,523749.25,179911.25
Shepherd's Bush Market,Shepherds Bush,523191.75,180015.25
Shepherdswell (East Kentway),Shepherdswell,625834.5,148341.0
Sheringham (North Norfolkway),Sheringham,615648.0,343077.0
Shields Road SPT Subway,Kinning Park,257656.0,664206.0
Shipstone Street Tram ,Radford,455603.5,341895.5
Shiremoor (Tyne and Wear Metro),Shiremoor,431735.0,571472.0
Shudehill (Manchester Metrolink),Manchester City Centre,384230.6,398752.8
Simonside (Tyne and Wear Metro),Simonside,435005.0,564230.0
Slaggyford (South Tynedaleway),Slaggyford,367542.0,552463.5
Sloane Square,Sloane Square,528085.75,178650.25
Smallbrook Junction (Isle of Wight Steamway,Westridge,457735.0,90765.0
Snaresbrook,Snaresbrook,540164.875,188827.125
St Chads (Midland Metro ),Birmingham,406872.0,287398.0
Snowdon Ranger (Welsh Highland Rly-Caernarfon),Rhyd-Ddu,256515.0,355138.0
Soho Benson Rd (Midland Metro ),Winson Green,404771.0,288778.5
South ,South Quay,537795.0,179769.0
South Chadderton (Manchester Metrolink),White Gate,390460.0,403379.6666666667
South Ealing,South Ealing,517599.5,179386.5
South Gosforth (Tyne and Wear Metro),South Gosforth,425162.0,568022.0
South Harrow,South Harrow,514284.75,186396.0
South Hylton (Tyne and Wear Metro),South Hylton,435477.0,556710.0
South Kensington,South Kensington,526864.7,178841.9
South Kenton Underground,South Kenton,517332.0,187062.0
South Pier (Blackpool Tramway),South Shore,330512.6666666667,433801.3333333333
South Ruislip Underground,South Ruislip,511094.0,185433.0
South Shields (Tyne and Wear Metro),South Shields,436370.0,567230.0
South Tynedaleway station,Kirkhaugh,369557.0,549675.0
South Wimbledon,South Wimbledon,525808.5,170024.5
South Woodford,South Woodford,540538.25,190072.25
Southchurch Drive North Tram ,Clifton,455887.0,335133.0
Southfields,Southfields,524735.5,173307.0
Southgate,Southgate,529666.75,194277.5
Southwark,Southwark,531587.75,180039.25
Spring Lane,Fairleigh,437445.8333333333,385636.5
St Andrew Square (Edinburgh Trams),Edinburgh,325649.0,674152.0
St Chad's (Blackpool Tramway),Bloomfield,330575.3333333333,434531.0
St Enoch SPT Subway,Glasgow,258935.0,664975.0
St Georges Cross SPT Subway,St Georges Cross,258101.5,666563.5
St James (Tyne and Wear Metro),Newcastle upon Tyne,424360.0,564450.0
St James's Park,St Jamess Park,529639.125,179489.125
St John's Wood,St Johns Wood,526744.0,183316.0
St Mary's  (RHDR),St Marys Bay,608739.5,127761.0
St Mary's Halt (Dean Forestway),Lydney,363382.0,202444.5
St Paul's (Midland Metro ),Jewellery Quarter,406621.0,287642.5
St Peter's (Tyne and Wear Metro),St Peters,439604.0,557588.0
St Peters Square (Manchester Metrolink),Manchester City Centre,383958.75,397958.875
St Werburgh's Road (Manchester Metrolink),Chorlton,382448.0,393597.0
St. Paul's,St Pauls,532112.25,181277.5
Stadium Of Light (Tyne and Wear Metro),Sunderland Stadium of Light,439654.0,558344.0
Stamford Brook,Stamford Brook,521874.0,178792.0
Stanley Road (Blackpool Tramway),Fleetwood,333064.0,447195.3333333333
Stanmore,Stanmore,517575.6666666666,192581.5
Star Lane,Canning Town,539142.25,182113.75
Starr  (Blackpool Tramway),Squires Gate,330505.3333333333,431803.6666666667
Staverton (South Devonway),Staverton,278363.0,63764.0
Stepney Green,Stepney Green,535620.5,182132.0
Stockwell,Stockwell,530483.25,176481.75
Stogumber (West Somersetway),Stogumber,311057.0,137200.0
Stonebridge Park Underground,Stonebridge Park,519656.0,184193.0
Stratford DLR,Stratford,538559.0,184431.5
Stratford High Street,Stratford,538752.75,184027.75
Stratford International DLR,Stratford,538136.3333333334,184833.0
Stretford (Manchester Metrolink),Stretford,379909.2,394378.4
Sudbury Hill,Sudbury Hill,515434.75,185522.25
Sudbury Town,Sudbury Town,516875.0,184882.25
Summerwood Lane Tram ,Clifton,454727.3333333333,333587.6666666667
Summit (Great Orme Tramway),Great Orme,276643.0,383352.0
Summit (Snowdon Mountainway),Llanberis,260923.0,354336.0
Sunderland (Tyne and Wear Metro),Sunderland,439685.0,557043.0
Swanage (Swanageway),Swanage,402908.5,78915.0
Swiss Cottage,Swiss Cottage,526657.8,184320.1
Sylfaen (W&LLR),Sylfaen,317594.0,306454.0
Tanygrisiau (Ffestiniogway),Tanygrisiau,268270.0,344928.0
Temple,Temple,530968.0,180805.5
Tenterden Town (KESR),Tenterden,588218.5,133525.0
The Crescent (Midland Metro ),Bilston,394624.0,296682.5
The Forest Tram ,The Forest,456030.75,341199.5
The Hawthorns (Midland Metro ),Smethwick,402497.0,289760.5
The Royal(Midland Metro ),Wolverhampton,392125.0,298180.5
The Shore (Edinburgh Trams),Leith,327266.0,676373.0
The Trafford Centre (Manchester Metrolink),The Trafford Centre,377013.3333333333,396849.0
Therapia Lane Tram ,Broad Green,530298.3333333334,166832.33333333334
Theydon Bois Underground,Theydon Bois,545521.5,199081.5
Thornton  (Blackpool Tramway),Cleveleys,331766.6666666667,443510.0
Timperley (Manchester Metrolink),Timperley,377596.5,389751.0
Toddington (Gloucs Warwicksway),Toddington,405020.0,232287.0
Tooting Bec,Tooting Bec,528019.5,172344.375
Tooting Broadway,Tooting Broadway,527444.5,171455.0
Totnes (South Devonway),Totnes,280373.0,61264.0
Toton Lane Tram ,Toton,449696.0,335923.0
Tottenham Court Road,Tottenham Court Road,529831.125,181369.5
Tottenham Hale Underground,Tottenham Hale,534479.0,189477.0
Totteridge & Whetstone,Whetstone,526118.0,193967.0
Tower (Blackpool Tramway),Blackpool Town Centre,330578.6666666667,435878.3333333333
Tower Hill,Tower Hill,533615.0,180784.66666666666
Tower way,Tower Gateway,533679.8333333334,180803.66666666666
Town Hall (Midlands Metro ),Birmingham,406657.0,286817.0
Trafford Bar (Manchester Metrolink),Trafford Bar,381697.5,396152.5
Tram Park & Ride,Toton,449695.0,335922.5
Trinity Way (Midland Metro ),West Bromwich,400906.0,290432.5
Tufnell Park,Tufnell Park,529163.0,185855.25
Tunbridge Wells West (Spa Valleyway),Showfields,557790.0,138458.5
Turnham Green,Turnham Green,521242.0,178812.5
Turnpike Lane,Turnpike Lane,531506.5,189650.25
Tyne Dock (Tyne and Wear Metro),Tyne Dock,435835.0,564760.0
Tynemouth (Tyne and Wear Metro),Tynemouth,436635.0,569325.0
Tywyn Pendre (Talyllynway),Pendre,259048.0,300818.0
Tywyn Wharf (Talyllynway),Tywyn,258564.0,300490.0
University (Tyne and Wear Metro),University of Sunderland,439071.0,556627.0
University Boulevard Tram ,Nottingham University Main Campus,453724.6666666667,337497.0
University of Nottingham Tram ,Nottingham University Main Campus,454649.0,338068.3333333333
University of Sheffield,Western Bank,434417.6666666667,387217.0
Upminster Bridge,Upminster Bridge,555088.5,186802.0
Upminster Underground,Upminster,556130.0,186865.0
Upney,Upney,545845.0,184262.5
Upton Park,Upton Park,541256.6666666667,183789.6666666667
Uxbridge,Uxbridge,505603.25,184153.0
Valley Centertainment,Carbrook,439146.8333333333,389646.3333333333
Vauxhall,Vauxhall,530348.3333333333,177979.6666666667
Velopark (Manchester Metrolink),Sportcity,387259.5,398395.75
Victoria,Victoria,528982.6666666667,179083.3333333333
Victoria (Great Orme Tramway),Llandudno,277844.0,382713.0
Victoria (Manchester Metrolink),Manchester City Centre,384013.0,399003.6
Victoria Street (Blackpool Tramway),Fleetwood,333862.3333333333,448114.0
Village (Manchester Metrolink),Trafford Park,379575.4,396784.8
Waddon Marsh Tram ,Waddon,531045.0,165949.0
Walkergate (Tyne and Wear Metro),Walkergate,428315.0,565743.0
Wallingford (Cholsey & Wallingfordway),Wallingford,459993.5,189142.5
Wallsend (Tyne and Wear Metro),Wallsend,430023.0,566213.0
Walsingham (Wells & Walsinghamway),Walsingham,593273.0,337041.0
Walthamstow Central Underground,Walthamstow Central,537290.0,188980.0
Wandle Park Tram ,Waddon,531426.5,165492.0
Wansbeck Road (Tyne and Wear Metro),Coxlodge,423447.0,568910.0
Wansford (Nene Valleyway),Sibson,509315.0,297948.5
Wanstead,Wanstead,540658.75,188237.25
Warren Street,Warren Street,529259.5,182290.25
Warwick Avenue,Warwick Avenue,526095.75,182045.0
Washford (West Somersetway),Washford,304411.0,141175.0
Watchet (West Somersetway),Watchet,307160.0,143215.0
Waterloo,Waterloo,530996.6666666667,179964.1666666667
Waterloo Road (Blackpool Tramway),Bloomfield,330549.6666666667,434152.0
Waterthorpe,Waterthorpe,443709.0,382374.5
Watford Underground,Watford,509579.5,196597.0
Waunfawr (Welsh Highland Rly-Caernarfon),Waunfawr,252763.0,358752.0
Weaste (Manchester Metrolink),Weaste,379681.5,398456.5
Wednesbury Great Western St (Metro ),Wednesbury,398447.0,294521.5
Wednesbury Parkway (Midland Metro ),Wednesbury,398022.0,294627.5
Wellesley Road Tram ,Croydon,532511.5,165757.5
Wells-next-the-Sea (Wells & Walsinghamway),Wells-next-the-Sea,592544.5,342984.0
Welshpool Raven Square (W&LLR),Welshpool,321668.0,307489.0
Wembley Central Underground,Wembley,518181.0,185087.0
Wembley Park,Wembley Park,519364.8333333334,186319.8333333333
West Acton,West Acton,519367.5,181292.0
West Brompton Underground,West Brompton,525379.0,178023.0
West Bromwich CENTRAL (Midland Metro ),West Bromwich,400452.0,290969.5
West Croydon Tram ,Croydon,532209.0,166143.5
West Didsbury (Manchester Metrolink),West Didsbury,384396.6666666667,392026.6666666667
West Drive (Blackpool Tramway),Cleveleys,331793.0,443179.6666666667
West End - Princes Street (Edinburgh Trams),West End,324402.0,673483.0
West Finchley,West Finchley,525544.5,191589.5
West Ham DLR,West Ham,539165.5,182916.0
West Hampstead Underground,West Hampstead,525532.0,184640.5
West Harrow,West Harrow,514203.5,188063.0
West India ,West India Quay,537481.5,180557.5
West Jesmond (Tyne and Wear Metro),West Jesmond,425020.0,566625.0
West Kensington,West Kensington,524596.0,178372.5
West Monkseaton (Tyne and Wear Metro),West Monkseaton,433485.0,571870.0
West Ruislip Underground,West Ruislip,508362.0,186802.0
West Silvertown DLR,Silvertown,540480.0,180151.0
West Street,Sheffield Centre,434857.0,387204.5
West Street SPT Subway,Tradeston,258236.0,664136.5
Westbourne Park,Westbourne Park,524921.0,181766.0
Westferry,Westferry,537065.25,180775.25
Westfield,Westfield,443795.6666666667,381851.0
Westminster,Westminster,530251.3333333333,179698.0
Westwood (Manchester Metrolink),Westwood,391756.3333333333,405089.6666666667
Weybourne (North Norfolkway),Weybourne,611858.0,341935.0
Wharfside (Manchester Metrolink),Old Trafford,380992.6,396656.8
White City,White City,523304.5,180720.0
White Lane,Charnock,438727.0,383061.6666666667
Whitechapel Underground,Whitechapel,534700.0,181850.0
Whitefield (Manchester Metrolink),Whitefield,380525.6666666667,406102.3333333333
Whitley  (Tyne and Wear Metro),Whitley Bay,435708.0,571862.0
Wilford Lane Tram ,Wilford,456825.3333333333,336832.6666666667
Wilford Village Tram ,Wilford,456845.3333333333,337925.0
Wilkinson Street Tram ,Basford,455299.3333333333,341931.3333333333
Willesden Green,Willesden Green,523426.5,184860.5
Willesden Junction Underground,Willesden Junction,521879.0,182944.0
Williton (West Somersetway),Williton,308550.0,141606.0
Willow Lawn (Ruislip Lidoway),Ruislip Common,508678.0,189251.0
Wilton Parade (Blackpool Tramway),Claremont,330614.0,437356.3333333333
Wimbledon Park,Wimbledon Park,525240.5,172159.0
Wimbledon Tram ,Wimbledon,524823.5,170650.0
Winchcombe (Gloucs Warwicksway),Greet,402627.5,229782.0
Winson Green  (Midland Metro ),Winson Green,404244.0,288971.5
Wirksworth (Ecclesbourne Valleyway),Wirksworth,428973.5,354027.0
Withington (Manchester Metrolink),Withington,383551.0,392902.3333333333
Wittersham Road (KESR),Rolvenden Layne,586625.5,128717.0
Wolverhampton (Midland Metro ),Wolverhampton,391993.0,298832.0
Wood Green,Wood Green,531010.5,190419.0
Wood Lane,Shepherds Bush,523311.0,180465.0
Woodbourn Road,Attercliffe,437703.8333333333,388149.5
Woodford,Woodford,540952.0,191776.75
Woodside Park,Woodside Park,525723.75,192577.5
Woodside Tram ,Woodside,534742.0,167128.0
Woody  (Ruislip Lidoway),Ruislip Common,509063.0,189009.0
Woolwich Arsenal DLR,Woolwich,543732.0,178850.66666666666
Wootton (Isle of Wight Steamway),Wootton,453600.0,91331.0
Wymondham Abbey (Mid Norfolkway),Wymondham,610448.0,301461.0
Wythenshawe Park (Manchester Metrolink),Northern Moor,380434.0,390114.5
Wythenshawe Town Centre (Manchester Metrolink),Wythenshawe,382554.0,387058.6
shead (Tyne and Wear Metro),Gateshead,425457.0,563038.0
shead Stadium (Tyne and Wear Metro),Gateshead Stadium,426477.0,562653.0
swater,Bayswater,525850.5,180824.0
